timestamp_iso,timestamp_bkk,category,candidate,rank,vote_percentage
2026-09-09T18:11:16.206802+07:00,2026-09-09 18:11:16,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T18:11:16.206802+07:00,2026-09-09 18:11:16,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,41.4
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.5
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.5
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.4
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-series,เสน่หาวาโย,1,45.7
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-series,ด้วงกับเธอ Duang With You Series,2,38.0
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-series,คุณแฟนบ้านนอก Hometown Romance,3,14.3
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T19:14:33.453513+07:00,2026-09-09 19:14:33,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,41.4
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.5
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.5
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.4
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-series,เสน่หาวาโย,1,45.7
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-series,ด้วงกับเธอ Duang With You Series,2,38.0
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-series,คุณแฟนบ้านนอก Hometown Romance,3,14.3
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T20:12:06.009886+07:00,2026-09-09 20:12:06,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,41.5
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.5
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.5
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-series,เสน่หาวาโย,1,45.6
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-series,ด้วงกับเธอ Duang With You Series,2,38.0
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-series,คุณแฟนบ้านนอก Hometown Romance,3,14.4
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T21:12:05.927188+07:00,2026-09-09 21:12:05,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.0
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-series,เสน่หาวาโย,1,45.6
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-series,ด้วงกับเธอ Duang With You Series,2,38.0
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-series,คุณแฟนบ้านนอก Hometown Romance,3,14.4
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T22:11:14.152698+07:00,2026-09-09 22:11:14,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.0
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-series,เสน่หาวาโย,1,45.6
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-series,ด้วงกับเธอ Duang With You Series,2,37.9
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-series,คุณแฟนบ้านนอก Hometown Romance,3,14.5
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-series,เขมจิราต้องรอด,4,1.3
2026-09-09T23:12:06.719167+07:00,2026-09-09 23:12:06,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.0
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-series,เสน่หาวาโย,1,45.1
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-series,ด้วงกับเธอ Duang With You Series,2,37.5
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.4
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T00:10:33.733375+07:00,2026-09-10 00:10:33,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.0
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-series,เสน่หาวาโย,1,45.1
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-series,ด้วงกับเธอ Duang With You Series,2,37.5
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.4
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T01:14:27.191186+07:00,2026-09-10 01:14:27,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.1
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-series,เสน่หาวาโย,1,45.0
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-series,ด้วงกับเธอ Duang With You Series,2,37.5
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.5
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T02:10:28.272431+07:00,2026-09-10 02:10:28,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.1
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.1
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.4
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-series,เสน่หาวาโย,1,45.0
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-series,ด้วงกับเธอ Duang With You Series,2,37.4
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.6
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T03:11:50.881817+07:00,2026-09-10 03:11:50,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.2
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.0
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.3
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-series,เสน่หาวาโย,1,45.0
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-series,ด้วงกับเธอ Duang With You Series,2,37.4
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.7
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T04:10:27.681189+07:00,2026-09-10 04:10:27,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.2
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.0
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.3
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-series,เสน่หาวาโย,1,44.9
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-series,ด้วงกับเธอ Duang With You Series,2,37.4
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.7
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T05:10:39.073340+07:00,2026-09-10 05:10:39,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.2
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.0
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.3
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-series,เสน่หาวาโย,1,44.9
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-series,ด้วงกับเธอ Duang With You Series,2,37.3
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.8
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T06:10:19.036792+07:00,2026-09-10 06:10:19,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.2
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,39.0
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.3
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.6
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-series,เสน่หาวาโย,1,44.9
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-series,ด้วงกับเธอ Duang With You Series,2,37.3
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.9
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T07:15:16.021505+07:00,2026-09-10 07:15:16,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-series,เสน่หาวาโย,1,44.9
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-series,ด้วงกับเธอ Duang With You Series,2,37.3
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-series,คุณแฟนบ้านนอก Hometown Romance,3,15.9
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T08:10:52.141802+07:00,2026-09-10 08:10:52,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-series,เสน่หาวาโย,1,44.8
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-series,ด้วงกับเธอ Duang With You Series,2,37.2
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-series,คุณแฟนบ้านนอก Hometown Romance,3,16.0
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T09:11:49.813288+07:00,2026-09-10 09:11:49,best-series,สิงสาลาตาย Goddess bless you from death,5,0.7
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-series,เสน่หาวาโย,1,44.8
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-series,ด้วงกับเธอ Duang With You Series,2,37.2
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-series,คุณแฟนบ้านนอก Hometown Romance,3,16.1
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T10:11:35.256665+07:00,2026-09-10 10:11:35,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-series,เสน่หาวาโย,1,44.8
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-series,ด้วงกับเธอ Duang With You Series,2,37.2
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-series,คุณแฟนบ้านนอก Hometown Romance,3,16.1
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T11:11:27.807897+07:00,2026-09-10 11:11:27,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-series,เสน่หาวาโย,1,44.7
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-series,ด้วงกับเธอ Duang With You Series,2,37.2
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-series,คุณแฟนบ้านนอก Hometown Romance,3,16.2
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-series,เขมจิราต้องรอด,4,1.3
2026-09-10T12:10:44.206352+07:00,2026-09-10 12:10:44,best-series,สิงสาลาตาย Goddess bless you from death,5,0.6
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,ซอนญ่า ศรัณย์ภัทร์ พีเดอร์เซน,1,42.7
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,เบคกี้ - รีเบคก้า แพทรีเซีย อาร์มสตรอง,2,38.7
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,เมเบิ้ล - สิริวลี สิริวิบูลย์,3,9.2
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,ฝ้าย - พีรญา มะลิซ้อน,4,5.5
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,จินนี่ - ณัฐณิชา ประทีปนาฏศิริ,5,2.3
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-actress,หลิงหลิง - ศิริลักษณ์ คอง,6,1.6
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-series,เสน่หาวาโย,1,44.7
2026-09-10T13:16:13.144824+07:00,2026-09-10 13:16:13,best-series,ด้วงกับเธอ Duang With You Series,2,37.1
